id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36707112,控糖革命,"对于现代人来说，忙着减肥、忙着美肤、忙着健身，但同时失眠、焦虑、痤疮、糖尿病等亚健康问题又如影随形。法国“葡萄糖女神”、生物化学家杰西·安佐斯佩告诉你，这些亚健康问题往往都是由我们体内的血糖水平变化引起的，只是我们不自知而已。若置之不理，皮肤问题、情绪问题往往就会接踵而至，情况严重的话，更会引发2型糖尿病、多囊卵巢综合征等身体问题。
杰西·安佐斯佩在《控糖革命》一书中，提出了三个关键性的、颠覆常识的观点：
1.不是只有糖尿病人才需要关心血糖，80%的现代人都有血糖方面的问题；
2.我们不只要控制血糖，更重要的是要控制血糖峰值的变化；
3.比节食更有效的控糖方法是改变吃的顺序。
全书分为三大部分——为什么要控糖、出现葡萄糖峰值有哪些危害、轻松控糖的10个小窍门，通过8个章节，系统阐释了如何在不节食、不放弃我们喜爱的食物的情况下，用10个简单而令人惊讶的方法平衡我们的血糖水平，提升和改善我们的健康状况，包括睡眠、情绪、健康、皮肤、体重，甚至减缓衰老。",https://dou.img.lithub.cc/book/36707112.jpg,2024-1-1,https://book.douban.com/subject/36707112/,7.9,,4,,,2026-01-10 14:36:08,[法]杰西·安佐斯佩（Jessie Inchauspé） / 2024 / 浙江科学技术出版社
35170896,平面国,"很难简单概括《平面国》这本书。
它可以是：首次解释""维度""概念的科普读物、脑洞大开的科幻小说、煞有介事的数学童话、剑走偏锋的精神启蒙、辛辣讽喻英国维多利亚时代的社会寓言。
这本一百年前横空出世的小书，通篇在一本正经地胡说八道，散发着浓浓英式幽默，有趣、迷人，令人捧腹 。
它启发过无数大师，深刻影响了现当代科学。“平面国”已然成为全球范围内的超级文化符号。
*********************************
作者在平面宇宙设定基础上，展开细节详实的“平面国”生活画卷。平面国的各形状居民操心自己的国家社会，就像我们操心自己的日常生活。他们住在平面房子里，通过雾气和光线识别他人，靠彼此触摸识别“角度”区分地位。平面国史上还发生通过染色消除阶级而引发的大事件，比起空间世界的人类历史也不遑多让。
故事的主角，一位体面的正方形先生突然遇到了从三维国前来平面国传福音的“球”。他决定跟随这位导师向平面国传播立体空间的真理，却无法用平面国居民能理解的语言去解释高度和上（而不是北）。被人当做疯子后，他写出了这部传世的《平面国》。
作为读者的我们，将在这个故事中获得上帝视角，得以审视自身，以科学的态度，理解“科学的谦卑”
*************
*** 题 献 ***
写给所有空间中的居民
特别献给H·C
本书的作者是一位谦卑的平面国居民
他一开始只知道两二维的世界
后来才有幸被引入三维的空间
作者把这本书献给天空之国的臣民们
希望本书能激励你们不断立下更高的志向
去探索四维、五维、甚至六维的秘密
立体人，你们是比作者更高级的物种
愿探索能拓宽你们的想象
并孕育出最少见、最卓越的美德——谦虚
—— 本书作者正方形",https://dou.img.lithub.cc/book/35170896.jpg,2020-8,https://book.douban.com/subject/35170896/,9.2,,5,,,2026-01-10 14:35:24,[英] 埃德温·A·艾勃特 / 2020 / 上海文化出版社
37393807,反倦怠能量站,"这是社会科学研究者刀熊写给“低电量青年”的一本“充电之书”，它探讨的问题是：你的能量感从哪里来？为什么你总是觉得自己能量不足？那些厉害的人为什么总是活力满满？如何让自己摆脱内耗，从无力感走向不断体验成就感的正向循环？哪些工具能让你“立刻行动”，走出低迷？要维护能量感，有哪些行之有效的科学方法？……
全书依托最新的社会科学研究结果，如组织行为学、脑科学、社会心理学等，以“能量感系统”为焦点，探讨年轻人关注的诸多痛点，如缺乏自律、大脑空转、长期内耗、手机上瘾、动力缺失等，并提出符合科学常识和人性规律，可操作性强的解决思路和行动方案，教会读者打造一套专属于自己、长期有效、易于维持的能量感系统。",https://dou.img.lithub.cc/book/37393807.jpg,2025-6-25,https://book.douban.com/subject/37393807/,8,,4,,,2026-01-10 14:34:07,刀熊 / 2025 / 江苏凤凰文艺出版社
35984787,失明症漫记,"关于《失明症漫记》，萨拉马戈说：
👓可能有人会问，为什么我毫不退缩地写出了一部如此冷酷无情的作品。我的回答如下：我活得很好，可是这个世界却不好。我的小说不过是世界的一个缩影罢了。
👓我们正在一天比一天失明，因为我们越来越不愿睁眼去看世界。归根结底，这部小说讲的就是：我们所有人都在理智上成了盲人。
👓人类究竟出了什么问题？人类走向人性化的道路竟是如此艰难与漫长！为什么生存？为了什么生存？怎样生存？这是我经常关心和思考的问题。
👓当世界需要批判观点的时候，文学不应该遗世独立。
【内容简介】
🚥
街上出现了第一个突然失明的人，紧接着是第二个、第三个……
一种会传染的失明症在城市蔓延，无人知晓疫情为何爆发、何时结束。
失明症造成了前所未有的恐慌与灾难，一批又一批感染者被集中隔离。
食物短缺，组织崩溃，文明与尊严变得不堪一击。
人们逐渐剥离道德的外衣，陷入比失明更绝望的苦难境地。
在这些人中，只有一个女人还能看见。
她的眼睛，是这个疯狂的世界里唯一尚存的理智。
【编辑推荐】
👓诺贝尔文学院“所有时代百部世界文学佳作”。
👓萨拉马戈100周年诞辰纪念版！
👓诺奖得主萨拉马戈传世之作，必读永恒经典，已发行300多个版本。
👓诺奖授奖词：萨拉马戈用想象力、同情心和反讽所维系的寓言，持续不断地触动我们。
👓一旦对他人的苦难视而不见，苦难就会在我们中间蔓延。
👓一种会传染的失明症，检验了人性的一切可能。",https://dou.img.lithub.cc/book/35984787.jpg,2022-8,https://book.douban.com/subject/35984787/,9,,5,,,2026-01-10 14:30:16,[葡] 若泽·萨拉马戈 / 2022 / 河南文艺出版社
35096299,变形记,"“早上醒来，我发现自己变成了一只甲虫。震惊、挣扎、自责、悔恨，却没人在乎。”
格里高尔原本是家中的财务支柱，照顾父母和妹妹。而这一天早上发生的事却改变了一切：
他身为甲虫的模样吓走了来催他去工作的上级。失去了工作能力和人的形象后，家人的态度也大为转变。他无法与人沟通，却保留了人类的情感，在巨大的孤独中，他默默地审视这个世界……
他的世界的确全变了，而世界本身似乎就是如此。《变形记》用一则荒诞的寓言，关照着人在现代社会中的异化。",https://dou.img.lithub.cc/book/35096299.jpg,2020-11-1,https://book.douban.com/subject/35096299/,9,,5,,,2026-01-10 14:29:52,[奥地利] 弗朗茨·卡夫卡 / 2020 / 浙江人民出版社
4908879,动物农场,《动物农场》是奥威尔最优秀的作品之一，是一则入木三分的反乌托的政治讽喻寓言。农场的一群动物成功地进行了一场“革命”，将压榨他们的人类东家赶出农场，建立起一个平等的动物社会。然而，动物领袖，那些聪明的猪们最终却篡夺了革命的果实，成为比人类东家更加独裁和极权的统治者。“多一个人看奥威尔，就多了一分自由的保障，”有论家如是说。,https://dou.img.lithub.cc/book/4908879.jpg,2010-9,https://book.douban.com/subject/4908879/,9.5,,5,,,2024-12-31 12:08:11,[英]乔治·奥威尔 / 2010 / 上海译文出版社
27027116,悟空传,"西游是一个很悲壮的故事，是一个关于一群人在路上想寻找当年失去的理想的故事。
五百年，很漫长吗？没有记忆能穿透它。没有什么是永恒的。不如忘记吧。
五百年后，戴上了金箍、忘记了自己是谁的孙悟空，按照诸天神佛的意愿，踏上了西天取经之路。为了证悟自身信念的金蝉子，重坠轮回，去做个平常人，西行苦修，在凡生中寻找自己要的东西。不肯忘记前世的天蓬，顶着一具猪妖的身体，对着月光流泪，宁可痛苦，也要清醒地活着。一心要做回卷帘大将的沙僧，将所有的精力都用在了收集琉璃盏的碎片上。
然而西游只是一个骗局。
一切不过是宿命。
一切不过是轮回。
一切愤怒和挣扎都是徒劳的。
五百年的光阴只是一个骗局，虚无时间中的人物又为什么而苦，为什么而喜呢？
《悟空传》，其实就是一群人用一生寻找答案的故事。",https://dou.img.lithub.cc/book/27027116.jpg,2017-6,https://book.douban.com/subject/27027116/,7.1,,3,,,2024-12-31 12:05:32,今何在 / 2017 / 北京联合出版公司
36956882,手机断舍离,"快速摆脱手机依赖，更好利用手机的行动指南！
每天几分钟的微小改变，可以为工作和生活带来不一样的结果。适度放下手机，重归现实生活，会提高你的睡眠质量，减少压力水平，提升效率，更好感受生活。
你早起的di一件事和睡前zui后一件事是看手机吗？你是否经常拿起它“只是为了看一下有没有信息”，回过神来却是45分钟后了，你也很想知道时间都到哪里去了。你是否想少花点时间在手机上，但又不知道如何在不彻底放弃手机的情况下做到这一点？如果是这样，这本书就是你的解决方案。
作者提出了一个实用的、易操作的“分手”计划——然后再和手机“和好”。我们的目标是什么？是一段让你感觉良好的长期关系。在本书中，你会发现手机和应用程序是如何让人上瘾的，并了解花在手机上的时间如何损害了我们的注意力、深度思考和形成新记忆的能力。然后，你将对你的手机设置、应用程序和自己的心态进行自定义更改，zui终做到能够重新掌控自己的生活。",https://dou.img.lithub.cc/book/36956882.jpg,2024-6-30,https://book.douban.com/subject/36956882/,6.6,,4,,,2024-12-31 12:01:16,[美] 凯瑟琳·普赖斯（Catherine Price） / 2024 / 机械工业出版社
27145895,七种武器（共四册）,"☆ 《七种武器》之后，无数人开始追随和模仿古龙的语言。
☆ 《七种武器》包括《七种武器：长生剑•孔雀翎》《七种武器2：碧玉刀•多情环》《七种武器3：离别钩•霸王枪》《七种武器4：愤怒的小马•七杀手》四册！
☆ 无论多锋利的剑，也比不上那动人的一笑。无论多可怕的武器，也比不上人类的信心。
☆ 《七种武器》中登场的经典人物：白玉京、袁紫霞、秋凤梧、高立、双双、段玉、华华凤、萧少英、葛停香、丁喜、小马、杨峥、狄青麟、朱五太爷、柳长街、龙五
·
★ 几代人都一样，一读古龙，就会热血沸腾！
★ 全新古龙，滚烫问世！
★ 作为华语小说界一代宗师，“古龙”二字本身已成为一个文化符号。《绝代双骄》《小李飞刀》《陆小凤》《楚留香》等经典作品中涌动着永恒的热血、自由和生命力，不仅征服了一代代读者，更引发了巨大的文化浪潮，风靡整个中文世界，半个世纪风行不衰！
★ 三毛、倪匡、亦舒、林清玄、蔡澜、王家卫、徐克、徐皓峰、温瑞安、冯唐、凤歌、春树、南派三叔、九把刀……古龙的一代代读者中涌现无数大师，热血古龙点燃整个中文世界！
★ 113次改编电影，104次改编电视剧，32次改编游戏，14次改编漫画……这是属于热血古龙的时代！
★ 《古龙经典·第一辑》还包括以下精彩作品：
古龙本人投入至多心血和热血的长篇巨著，《绝代双骄》让一个天才完成了他的成长。
《欢乐英雄》写出了完美的友情，是古龙本人尤为钟爱的作品。
《三少爷的剑》是“人在江湖，身不由己”的真正出处。
古龙在《英雄无泪》中，创造了一种天下无敌的武器。
翻开《大地飞鹰》，跟随古龙闯荡异域江湖！
《彩环曲》创造了热血江湖的雏形，是古龙风格的初次突破。
《剑客行》是古龙热血江湖的起点！
·
【内容简介】
·
七个不平凡的人。
七种不可思议的武器。
七段完全独立的故事。
真正的胜利，并不是你能用武器夺取的。
无论多锋利的剑，也比不上那动人的一笑；
无论多可怕的武器，也比不上人类的信心。
此外……
一个人只要有勇气去冒险，
天下就绝没有不能解决的事！
·
【名家推荐】
·
他（古龙）是他笔下所有多姿多彩的英雄人物的综合。——倪匡
·
因为他（古龙）是一个流氓，有才气的流氓。所以我拍的时候会想，要是古龙去写这场戏他会怎么去写啊？——王家卫
·
古龙的作品光焰万丈，其中至少有三十部必将成为天下后世传诵的名篇，固不止在武侠文学的范围内获得高度评价而已。——陈晓林（台湾风云时代出版社社长）
·
古龙打破了旧派武侠小说的神话，制造了文学史上的又一个神话，这个神话已经被无数的人认识到，还要将被更多的人认识到，将会有更多的人不带偏见，心怀仁慈、温柔、感激和怜惜去欣赏古龙，赞美古龙，继承古龙，发扬古龙。
我们这个时代是缺乏神话的时代，让我们怀着对天才的敬意去珍惜和欣赏古龙这样一个美丽得几乎像是不真实的神话。——覃贤茂（作家，《古龙传》作者）
·
我喜欢古龙，从开始到现在。……古龙的作品中，没什么武林招术，重点就在人，就在心和情，而古龙写人写情的现代感，很少有其他作家可与之相比。
还有古龙文字的节奏，像诗又极有画面感……必须承认，我自己的文字，就受他影响不少。
古龙写的武侠，表面上很传统，其实古龙很现代，从文字结构到情感都是如此，在他笔下，无论谁仔细看，都有你我，所以古龙不古。——白岩松
·
古龙兄为人慷慨豪迈、跌荡自如，变化多端，文如其人，且复多奇气。——金庸
·
古龙小说描写的其实是现代心态……古龙的武侠世界里到处可以看到台湾西门町夜生活的景象，他的每部小说都有保镖、浪子、商人、阴谋诡计等等。——徐克
·
《三少爷的剑》就是为张国荣定身打造的古龙经典人物之一，这个剧本永远不可能实现了。只有张国荣才能演燕十三，哥哥去了，《三少爷的剑》不打算再拍。——徐克
·
古大侠的文字明快爽利，直夺人心：“在精心剪裁的衣着掩饰下，他看起来还是要比他的实际岁数年轻得多。还是可以骑快马、喝烈酒，满足难满足的女人。”在这样的文字的魔力下，故事不完，你不可能放下它。
有人说他是醉死的，有人说他是大醉后被人用刀砍死的，总之他死在自己描写得最多的东西上，死得象他笔下的人物。——冯唐
·
他（古龙）的名字也许不是一座丰碑，但是一座火山，时刻沸腾着侠义，正义，道义，大义的活火山。在这座火山里，人世间的情与仇，爱与恨，生与死，恩与怨全都交融在一起，最后喷涌而出，化成了他人生中壮丽的风景。——燕歌
·
他（古龙）对人性看得很透彻，很聪明，但他又不坏。他既能看得透彻，一个个写出来，但他还是选择了宽恕。——春树
·
那不是一个打打杀杀的江湖，而是一个充满感性、有血有肉的江湖。——叶怡宽（古龙次子）
·
古龙给我们留下的，远不止是一个奇幻世界。仁者可以从中借得英雄胆气;智者可以从中立定生命根柢；而我们每一个凡人，都可以从中窥得一点向善的门径。——罗振宇
·
古龙是最潇洒自由的侠客，他的多情和梦想是宇宙间的永恒。——韩松
·
古龙先生不是一个很会喝酒的人，喝的方式也跟别人不一样。他不经过喉咙直接进胃里，还很喜欢喝醉，享受醉的感觉。——蔡澜
·
古龙的特点是有现代感的人，无论他写的肉体，还是肉食，都离我们很近。……我想之所以那么多人喜欢古龙，不是他们不想成为胆大的英雄，而是那么多人在胆大和胆小之间徘徊，不知道怎么定位，所以古龙迷才有那么多人。——史航
·
诗意没有时代，恒久通用。古龙曾是我们时代的诗意，在未来依然弥散诗意。——韩松落
·
25年前的21日古龙醉死，遥祭古龙。不管人家说金庸有多好，我只念念不忘你笔下的男儿。最花痴的男人——花无缺；最想要的蓝颜知己——花满楼；最想要的大哥哥——楚留香；最想借钱的朋友——郭大路；最想要的小弟弟——阿飞；最喜欢的美容师——王怜花；最放心得罪的人——叶开；最好的保镖——西门吹雪……
·
古龙的酒和他的武侠，他的人一样，果然不同反响。——林清玄
·
那家伙在天上一定又在喝酒。——三毛
·
人间无古龙，心中有古龙。——倪匡",https://dou.img.lithub.cc/book/27145895.jpg,2017-10,https://book.douban.com/subject/27145895/,8.6,,4,,,2024-12-20 23:18:45,古龙 / 2017 / 文汇出版社
35727756,曼巴精神,"每当有人谈到他们从“曼巴精神”中获得了激励，我都会觉得所有的辛勤工作，所有的汗水，所有的凌晨3:00的早起没有白费。这正是我写这本书的原因。书中的每一页都饱含着我的经验教训，不仅仅关于篮球，更关于“曼巴精神”。
——科比·布莱恩特
★权威：科比亲笔撰写自传，退役后耗时两年倾力创作而成。这本书是科比对自己篮球人生的总结，也是对他伟大一生最好的缅怀和纪念。
★官方：科比惟一官方认证传记，中文版与英文原版全球同步销售。“禅师”菲尔-杰克逊、保罗-加索尔作序推荐。
★信仰：科比是一生偶像，“曼巴精神”是一生信仰。“曼巴精神”成就了科比，球员时代是篮球大师，退役后迅速成功转型为商人，甚至跨专业领域做动画拿了奥斯卡奖。那么，“曼巴精神”也一定能帮你找到人生的正确方向。
★珍贵：这是一本绝无仅有的存有大量科比笔迹的出版物，科比在英文版中亲笔手写了大量的“曼巴要义”，这部分珍贵的手写体文字在中文版被全部保留。
★方法：在“方法篇”，科比主讲他博大精深的篮球理念。师从乔丹、拉塞尔等前辈的历程、恪守的训练原则、赛前准备的细节、带伤作战的自我激励等精彩内容，都被他一一呈现。这些是科比成就卓越人生的驱动力之源，也是“曼巴精神”的核心。
★技艺：在“技艺篇”。科比逐个拆解了职业生涯中所有伟大对决，以及在这些对决中秀出的球场“十八般技艺”。科比提及了几十位著名球星，比如：乔丹、艾弗森、詹姆斯……同时他也略过了纳什、诺维茨基、库里……所以，哪些球员才是科比眼中最重要的对手？书中你能找到答案。
★严谨：腾讯体育篮球主编黄祎倾情翻译，专业翻译完美还原原著。
★缅怀：全书甄选了殿堂级摄影大师伯恩斯坦大量具有纪念意义的照片，高端内文纸全彩高清印刷。邀请著名插画师绘制了科比人生最重要的24个瞬间，绘成大幅“科比缅怀海报”随书赠送。缅怀科比，致敬传奇。
《曼巴精神》是篮球巨星科比·布莱恩特的自传，也是他对自己篮球生涯的惟一一次全面总结。
这是一本存有大量科比笔迹的出版物，科比的亲笔手书贯穿全书始终，足见科比对这本书用心至深。
本书以“曼巴精神”为主旨，将带读者进入科比的精神世界，发现这位篮球史上传奇球星的成功秘密。
全书分“方法”和“技艺”两大部分。
谈及“方法”。科比亲述了他博大精深的篮球理念：曾师从过哪些前辈球星、该如何带伤作战、为何拒不接受失败结果等精彩内容，都被他一一呈现。他分享了自己的动力来源，解释了自己为何能持续学习，如何才能每一天都激励自己和队友精益求精。
谈及“技艺”。一页接一页，一个回合接一个回合，科比逐个拆解了职业生涯中所有伟大对决：从迈克尔·乔丹到勒布朗·詹姆斯，一个都没有少。同时，你也能从中看出哪些球员是科比眼中重要的对手。
除了科比的亲自讲述，本书还邀请到名人堂级别的NBA摄影师安德鲁·D.伯恩斯坦共同创作。伯恩斯坦用相机完整记录了科比的20年职业生涯，期间为他拍摄过成千上万张照片，从1996年身披湖人球衣的首张定妆照，到2016年最后一战的谢幕画面，精华瞬间尽在书中。
科比是我们这个时代头脑聪明、思维缜密、创造力卓越的运动员之一，20年的职业生涯中，科比创造了无数辉煌的过往，也陪伴了无数球迷的青春岁月。
退役后，科比用了两年的时间沉淀和思考，写下这部自传《曼巴精神》；书中首次完整呈现了科比真实的内心世界，帮你真正读懂科比、读懂“曼巴精神”。
媒体推荐：
一开始，“曼巴精神”只是我在推特上发起的一个标签，它激励人心，饱含智慧，令人过目难忘。但随后它从那里流行开来，开始有了更多象征意义。
“曼巴精神”是一种思维模式，它不在于寻求结果，而在于如何做才能取得结果，在于从现实到目标的这个过程。它是一段旅程，一种方法，一种生活方式。我真心认为，在所有努力之中，拥有这种心态最为重要。
——科比-布莱恩特
警告：请准备好参加一场高水平篮球大冒险……这本书是一扇窗，从中可以窥见一位篮球大师的心灵。
——菲尔-杰克逊
科比知道，要想成为最伟大球员，必须不走寻常路……愿你享受这部了不起的著作，毫无疑问，它一定会让你备受启发。
——保罗-加索尔",https://dou.img.lithub.cc/book/35727756.jpg,2021-8,https://book.douban.com/subject/35727756/,7.9,,4,,,2024-07-12 18:06:04,科比·布莱恩特 / 2021 / 金城出版社
